product_id,category,price,discount
P200293,Electronics,107.21,0.0
P200296,Electronics,453.92,0.05
P200298,Sports,127.95,0.05
P200299,Grocery,16.06,0.0
P200301,Electronics,680.28,0.1
P200303,Home,370.38,0.2
P200305,Toys,89.06,0.1
P200306,Electronics,487.87,0.0
P200308,Beauty,53.79,0.0
P200310,Toys,83.5,0.15
P200311,Grocery,17.66,0.1
P200312,Electronics,470.36,0.05
P200315,Sports,96.98,0.0
P200316,Sports,169.31,0.0
P200317,Home,330.2,0.0
P200318,Electronics,503.53,0.15
P200322,Toys,52.12,0.0
P200324,Electronics,85.68,0.0
P200327,Electronics,156.68,0.1
P200329,Electronics,276.71,0.0
P200331,Home,38.92,0.05
P200332,Toys,3.36,0.0
P200334,Grocery,39.39,0.0
P200337,Toys,31.45,0.2
P200339,Toys,8.8,0.0
P200340,Fashion,332.71,0.0
P200343,Electronics,669.29,0.1
P200345,Toys,32.35,0.15
P200346,Fashion,210.81,0.2
P200348,Grocery,120.19,0.1
P200349,Fashion,33.73,0.0
P200350,Beauty,14.01,0.0
P200352,Electronics,1137.23,0.0
P200355,Grocery,5.72,0.1
P200357,Grocery,29.94,0.0
P200360,Beauty,8.88,0.0
P200361,Beauty,14.78,0.15
P200367,Electronics,60.6,0.0
P200368,Toys,575.1,0.2
P200371,Home,43.26,0.0
P200372,Grocery,16.21,0.05
P200375,Toys,7.92,0.0
P200376,Fashion,335.69,0.0
P200377,Fashion,30.92,0.0
P200381,Home,23.74,0.0
P200382,Home,26.81,0.1
P200385,Sports,146.69,0.0
P200387,Toys,20.31,0.05
P200388,Sports,104.87,0.1
P200389,Fashion,35.53,0.0
P200391,Home,585.02,0.0
P200392,Home,82.23,0.0
P200397,Toys,62.42,0.0
P200401,Fashion,32.04,0.3
P200403,Toys,54.73,0.05
P200405,Toys,164.05,0.15
P200406,Beauty,22.01,0.1
P200408,Grocery,18.74,0.05
P200409,Fashion,17.62,0.0
P200411,Beauty,3.78,0.15
P200412,Electronics,276.71,0.05
P200413,Fashion,12.81,0.0
P200414,Beauty,24.39,0.0
P200415,Sports,85.86,0.2
P200418,Home,54.95,0.1
P200421,Electronics,98.76,0.1
P200424,Beauty,4.95,0.0
P200425,Toys,79.15,0.05
P200426,Fashion,50.1,0.0
P200434,Sports,46.37,0.0
P200437,Grocery,2.24,0.0
P200438,Grocery,9.11,0.15
P200440,Grocery,163.94,0.0
P200442,Beauty,7.54,0.0
P200443,Sports,387.7,0.05
P200449,Beauty,6.0,0.2
P200451,Fashion,17.4,0.0
P200455,Electronics,74.55,0.05
P200459,Grocery,94.3,0.2
P200461,Electronics,464.82,0.0
P200464,Beauty,28.08,0.3
P200465,Sports,129.52,0.0
P200468,Beauty,20.13,0.1
P200479,Home,118.27,0.15
P200480,Electronics,345.4,0.0
P200483,Home,15.65,0.0
P200485,Home,369.21,0.0
P200487,Sports,146.09,0.15
P200488,Home,10.41,0.0
P200490,Sports,108.25,0.0
P200493,Toys,28.99,0.1
P200494,Electronics,229.19,0.1
P200495,Grocery,1.24,0.0
P200496,Toys,4.43,0.0
P200497,Beauty,7.48,0.0
P200498,Beauty,4.85,0.0
P200500,Toys,148.74,0.0
P200502,Fashion,16.08,0.15
P200503,Toys,512.06,0.0
P200506,Fashion,13.34,0.05
P200509,Home,37.75,0.0
P200513,Sports,36.07,0.0
P200514,Beauty,14.06,0.0
P200517,Electronics,71.74,0.0
P200520,Fashion,47.66,0.05
P200521,Beauty,3.5,0.05
P200523,Beauty,44.19,0.0
P200528,Electronics,556.93,0.0
P200529,Toys,2.22,0.0
P200531,Electronics,250.21,0.0
P200533,Beauty,6.21,0.0
P200537,Sports,97.08,0.0
P200538,Toys,22.53,0.0
P200540,Toys,174.91,0.15
P200541,Toys,10.76,0.1
P200544,Fashion,134.52,0.05
P200546,Fashion,34.46,0.0
P200547,Sports,56.69,0.1
P200551,Electronics,127.37,0.0
P200552,Toys,136.97,0.0
P200553,Toys,49.5,0.0
P200554,Grocery,78.64,0.05
P200555,Home,49.78,0.0
P200556,Sports,142.01,0.0
P200558,Home,115.16,0.0
P200559,Grocery,2.81,0.0
P200565,Electronics,281.82,0.0
P200566,Electronics,919.53,0.0
P200568,Electronics,407.5,0.0
P200570,Grocery,6.22,0.0
P200571,Sports,135.48,0.15
P200572,Sports,264.5,0.05
P200575,Fashion,21.21,0.15
P200576,Home,236.17,0.05
P200577,Fashion,87.94,0.0
P200579,Sports,493.3,0.0
P200580,Sports,63.35,0.05
P200583,Toys,27.11,0.15
P200584,Beauty,40.69,0.0
P200594,Home,161.36,0.1
P200595,Electronics,248.85,0.0
P200596,Grocery,43.69,0.15
P200598,Beauty,13.56,0.2
P200599,Toys,9.02,0.05
P200600,Home,175.72,0.15
P200601,Fashion,38.95,0.0
P200602,Grocery,50.28,0.05
P200603,Toys,36.6,0.0
P200605,Sports,116.32,0.2
P200606,Fashion,20.64,0.0
P200607,Toys,27.97,0.1
P200608,Beauty,18.03,0.0
P200609,Toys,42.14,0.15
P200610,Grocery,42.96,0.05
P200613,Home,79.05,0.05
P200617,Grocery,25.29,0.3
P200619,Home,106.29,0.1
P200620,Toys,147.24,0.05
P200621,Toys,4.54,0.0
P200622,Home,58.47,0.0
P200623,Beauty,54.02,0.0
P200626,Sports,90.99,0.0
P200633,Beauty,15.55,0.0
P200635,Beauty,13.47,0.0
P200639,Electronics,427.73,0.0
P200640,Grocery,34.06,0.0
P200641,Beauty,6.18,0.0
P200645,Toys,259.32,0.2
P200648,Sports,31.99,0.15
P200649,Toys,41.86,0.2
P200650,Fashion,296.57,0.0
P200654,Home,47.22,0.0
P200656,Fashion,262.24,0.0
P200657,Fashion,5.77,0.2
P200658,Fashion,37.49,0.15
P200660,Toys,9.37,0.15
P200661,Toys,8.18,0.2
P200666,Electronics,60.04,0.1
P200667,Fashion,17.1,0.0
P200668,Electronics,191.25,0.2
P200677,Toys,59.07,0.0
P200678,Grocery,244.18,0.1
P200682,Beauty,32.07,0.1
P200683,Home,223.26,0.1
P200684,Toys,2.45,0.0
P200698,Toys,304.25,0.0
P200699,Beauty,74.26,0.0
P200703,Electronics,93.43,0.0
P200705,Grocery,11.5,0.0
P200706,Electronics,337.67,0.1
P200707,Home,382.71,0.15
P200709,Fashion,14.93,0.0
P200710,Fashion,79.93,0.05
P200711,Fashion,60.54,0.0
P200714,Home,36.88,0.15
P200715,Toys,96.37,0.05
P200716,Electronics,436.92,0.0
P200718,Sports,23.37,0.0
P200721,Toys,40.94,0.0
P200722,Electronics,1349.65,0.0
P200723,Toys,15.24,0.0
P200733,Home,122.3,0.0
P200734,Sports,69.85,0.0
P200735,Home,148.04,0.05
P200737,Beauty,28.04,0.0
P200739,Electronics,145.74,0.0
P200740,Home,187.49,0.0
P200741,Toys,729.25,0.05
P200742,Home,109.45,0.0
P200743,Grocery,7.88,0.15
P200744,Home,41.89,0.2
P200746,Home,235.95,0.2
P200747,Toys,3.65,0.0
P200748,Home,147.04,0.1
P200750,Home,89.13,0.05
P200751,Home,22.35,0.0
P200753,Toys,2.28,0.1
P200755,Home,17.62,0.1
P200761,Toys,64.64,0.05
P200764,Toys,6.29,0.0
P200765,Sports,177.45,0.05
P200767,Electronics,1188.74,0.05
P200768,Home,32.02,0.2
P200770,Toys,18.32,0.2
P200774,Grocery,11.53,0.0
P200775,Sports,90.22,0.05
P200777,Fashion,33.7,0.1
P200778,Toys,51.6,0.1
P200783,Sports,125.22,0.1
P200785,Home,262.14,0.15
P200787,Home,320.14,0.1
P200789,Fashion,53.25,0.0
P200790,Electronics,861.36,0.0
P200791,Sports,40.87,0.05
P200792,Grocery,28.13,0.0
P200793,Fashion,32.48,0.1
P200794,Electronics,346.57,0.0
P200796,Beauty,9.36,0.0
P200797,Home,726.34,0.2
P200798,Fashion,72.37,0.15
P200799,Home,650.13,0.0
P200805,Sports,340.19,0.2
P200809,Fashion,78.93,0.0
P200810,Electronics,267.8,0.0
P200813,Fashion,11.72,0.0
P200814,Fashion,26.2,0.2
P200815,Fashion,165.01,0.3
P200816,Toys,32.59,0.05
P200817,Fashion,77.43,0.15
P200818,Home,28.49,0.05
P200819,Sports,256.82,0.1
P200822,Toys,67.25,0.1
P200824,Home,98.22,0.2
P200825,Toys,7.18,0.0
P200827,Fashion,48.36,0.0
P200830,Electronics,1086.53,0.0
P200832,Home,598.62,0.05
P200835,Beauty,51.49,0.0
P200837,Electronics,1408.91,0.05
P200840,Grocery,22.26,0.0
P200841,Home,571.9,0.05
P200843,Beauty,11.47,0.2
P200844,Toys,6.33,0.05
P200846,Grocery,59.8,0.3
P200847,Beauty,34.26,0.15
P200850,Beauty,11.2,0.0
P200855,Sports,73.06,0.0
P200857,Home,25.66,0.0
P200858,Beauty,53.61,0.0
P200859,Electronics,252.28,0.0
P200860,Sports,220.71,0.2
P200861,Toys,12.45,0.0
P200865,Grocery,4.07,0.0
P200867,Electronics,868.41,0.15
P200868,Home,70.81,0.0
P200872,Beauty,6.37,0.05
P200875,Beauty,5.77,0.05
P200876,Grocery,23.43,0.0
P200877,Fashion,729.1,0.1
P200878,Home,369.33,0.15
P200879,Sports,61.6,0.2
P200880,Sports,104.08,0.05
P200885,Fashion,56.15,0.0
P200887,Electronics,51.24,0.05
P200888,Beauty,6.53,0.0
P200889,Sports,188.11,0.15
P200893,Electronics,400.47,0.0
P200894,Home,41.9,0.0
P200895,Toys,37.73,0.0
P200897,Fashion,293.54,0.3
P200899,Fashion,93.39,0.15
P200900,Grocery,14.71,0.05
P200901,Sports,368.66,0.0
P200903,Electronics,230.97,0.0
P200907,Sports,14.84,0.1
P200908,Fashion,56.6,0.0
P200909,Beauty,20.22,0.2
P200910,Electronics,65.97,0.05
P200912,Sports,76.15,0.1
P200913,Home,153.13,0.0
P200915,Toys,17.95,0.0
P200916,Home,88.46,0.05
P200917,Electronics,71.73,0.0
P200918,Sports,279.46,0.0
P200919,Sports,402.44,0.05
P200924,Home,113.32,0.05
P200925,Fashion,40.87,0.0
P200927,Electronics,103.62,0.05
P200932,Electronics,153.26,0.05
P200933,Fashion,63.05,0.0
P200937,Sports,12.23,0.1
P200939,Fashion,87.36,0.0
P200941,Sports,70.27,0.2
P200944,Fashion,50.99,0.15
P200946,Fashion,30.05,0.0
P200947,Grocery,9.99,0.0
P200948,Fashion,10.05,0.0
P200950,Electronics,102.68,0.0
P200951,Fashion,36.21,0.0
P200952,Home,152.05,0.0
P200956,Electronics,103.92,0.0
P200958,Electronics,1002.13,0.1
P200959,Fashion,245.88,0.2
P200961,Home,119.4,0.0
P200964,Sports,452.19,0.15
P200968,Grocery,2.47,0.0
P200969,Sports,120.18,0.3
P200976,Electronics,645.77,0.0
P200977,Grocery,15.6,0.05
P200978,Fashion,45.11,0.2
P200982,Grocery,3.89,0.0
P200983,Toys,80.9,0.1
P200984,Grocery,74.17,0.05
P200987,Home,198.81,0.0
P200990,Grocery,15.56,0.0
P200991,Grocery,5.31,0.15
P200992,Sports,78.51,0.1
P200993,Grocery,2.29,0.05
P200997,Beauty,6.29,0.1
P201002,Sports,127.28,0.0
P201004,Home,61.95,0.0
P201006,Toys,317.34,0.3
P201007,Sports,151.03,0.0
P201008,Electronics,356.32,0.05
P201009,Electronics,204.95,0.3
P201011,Toys,22.07,0.0
P201012,Electronics,545.26,0.0
P201014,Fashion,39.1,0.0
P201015,Grocery,44.68,0.05
P201017,Beauty,9.0,0.05
P201019,Beauty,57.65,0.0
P201020,Grocery,13.97,0.1
P201023,Home,185.14,0.1
P201024,Electronics,120.07,0.1
P201026,Sports,92.51,0.0
P201028,Toys,62.1,0.05
P201029,Beauty,15.57,0.0
P201037,Electronics,784.04,0.1
P201042,Toys,56.23,0.0
P201044,Sports,133.23,0.05
P201046,Toys,51.04,0.1
P201047,Sports,53.95,0.1
P201049,Fashion,1162.47,0.2
P201050,Toys,9.15,0.0
P201052,Home,119.02,0.0
P201054,Toys,36.5,0.0
P201056,Sports,136.22,0.1
P201062,Toys,69.45,0.1
P201063,Sports,33.45,0.15
P201065,Electronics,590.54,0.0
P201066,Toys,23.47,0.05
P201067,Toys,93.22,0.1
P201071,Home,58.77,0.0
P201074,Fashion,372.12,0.0
P201075,Grocery,9.91,0.1
P201076,Grocery,1.42,0.15
P201080,Grocery,9.62,0.0
P201082,Electronics,53.21,0.0
P201085,Sports,27.06,0.0
P201086,Sports,45.33,0.1
P201093,Sports,96.61,0.1
P201095,Toys,44.86,0.0
P201096,Fashion,66.19,0.1
P201100,Beauty,4.92,0.2
P201101,Beauty,13.58,0.15
P201103,Home,109.12,0.1
P201104,Grocery,7.11,0.0
P201107,Electronics,479.2,0.1
P201108,Home,161.53,0.0
P201109,Home,66.21,0.0
P201110,Sports,12.78,0.05
P201111,Home,203.12,0.0
P201113,Home,56.86,0.15
P201117,Sports,235.36,0.1
P201119,Sports,97.64,0.1
P201124,Home,179.93,0.1
P201125,Toys,33.87,0.0
P201127,Grocery,6.63,0.0
P201132,Fashion,177.76,0.15
P201133,Sports,50.4,0.0
P201136,Sports,19.8,0.15
P201137,Electronics,198.16,0.0
P201138,Electronics,204.66,0.05
P201142,Home,77.4,0.05
P201143,Fashion,21.94,0.0
P201144,Home,240.86,0.0
P201145,Home,664.29,0.0
P201147,Home,554.61,0.15
P201148,Sports,58.89,0.05
P201149,Sports,137.74,0.0
P201150,Electronics,198.42,0.0
P201153,Fashion,48.1,0.1
P201156,Toys,14.06,0.0
P201157,Grocery,7.4,0.15
P201158,Fashion,105.07,0.1
P201160,Electronics,385.82,0.0
P201163,Sports,40.61,0.3
P201168,Toys,45.94,0.3
P201172,Fashion,165.07,0.0
P201176,Home,43.93,0.2
P201177,Grocery,48.01,0.05
P201178,Grocery,4.46,0.05
P201179,Toys,31.19,0.0
P201183,Fashion,26.1,0.05
P201186,Sports,555.7,0.15
P201188,Electronics,64.19,0.0
P201191,Sports,848.32,0.1
P201194,Grocery,13.16,0.1
P201195,Sports,64.16,0.0
P201196,Home,156.72,0.0
P201198,Grocery,880.88,0.2
P201201,Grocery,417.14,0.0
P201202,Fashion,29.97,0.15
P201204,Beauty,32.87,0.0
P201206,Home,69.47,0.1
P201207,Home,72.08,0.0
P201208,Electronics,216.99,0.0
P201209,Home,48.57,0.05
P201210,Fashion,122.83,0.05
P201212,Fashion,45.44,0.05
P201214,Fashion,125.72,0.05
P201215,Beauty,6.52,0.0
P201218,Grocery,2.56,0.0
P201223,Sports,256.81,0.1
P201224,Home,268.46,0.05
P201228,Beauty,36.98,0.0
P201229,Sports,55.18,0.15
P201231,Electronics,119.1,0.0
P201232,Sports,386.05,0.0
P201233,Home,52.19,0.2
P201234,Fashion,42.09,0.0
P201235,Electronics,185.75,0.05
P201237,Toys,23.48,0.1
P201240,Sports,56.39,0.2
P201243,Electronics,553.89,0.05
P201247,Toys,18.26,0.0
P201250,Grocery,445.99,0.15
P201251,Fashion,99.46,0.15
P201254,Fashion,54.62,0.0
P201255,Toys,23.5,0.0
P201258,Electronics,920.38,0.0
P201259,Toys,13.82,0.05
P201262,Sports,42.07,0.0
P201264,Electronics,751.45,0.0
P201265,Fashion,35.67,0.0
P201266,Electronics,928.04,0.05
P201267,Toys,64.3,0.1
P201268,Toys,371.54,0.05
P201271,Grocery,11.77,0.0
P201273,Toys,7.2,0.0
P201274,Electronics,515.7,0.05
P201280,Sports,19.21,0.1
P201283,Beauty,114.73,0.0
P201284,Home,369.43,0.0
P201286,Fashion,139.81,0.0
P201292,Electronics,526.09,0.0
P201294,Toys,4.46,0.05
P201299,Electronics,438.37,0.0
P201302,Sports,30.81,0.0
P201303,Home,61.22,0.0
P201307,Electronics,248.34,0.3
P201308,Grocery,16.24,0.05
P201310,Grocery,8.68,0.0
P201316,Electronics,111.68,0.15
P201320,Beauty,19.94,0.0
P201321,Toys,148.52,0.15
P201324,Toys,322.86,0.1
P201328,Fashion,9.46,0.0
P201329,Fashion,40.76,0.0
P201331,Home,166.81,0.0
P201332,Fashion,11.64,0.05
P201335,Fashion,93.28,0.1
P201336,Electronics,423.47,0.0
P201337,Grocery,6.25,0.0
P201338,Fashion,46.75,0.0
P201339,Grocery,41.82,0.15
P201340,Beauty,7.54,0.05
P201341,Toys,18.94,0.1
P201344,Fashion,87.08,0.0
P201345,Home,117.01,0.2
P201347,Grocery,79.72,0.0
P201350,Toys,2.81,0.15
P201352,Sports,31.27,0.0
P201353,Toys,3.13,0.0
P201356,Electronics,149.13,0.1
P201357,Beauty,12.55,0.05
P201358,Beauty,10.27,0.2
P201360,Electronics,1156.66,0.0
P201363,Sports,266.5,0.15
P201365,Home,44.26,0.3
P201368,Sports,56.69,0.2
P201369,Toys,13.16,0.05
P201374,Home,23.69,0.1
P201375,Beauty,15.6,0.0
P201376,Grocery,23.58,0.15
P201377,Sports,27.74,0.15
P201381,Home,84.78,0.15
P201382,Grocery,11.05,0.0
P201383,Fashion,140.06,0.2
P201384,Grocery,21.43,0.1
P201387,Grocery,4.85,0.0
P201391,Toys,8.91,0.1
P201393,Home,43.77,0.15
P201394,Sports,41.57,0.0
P201395,Sports,27.26,0.0
P201396,Sports,94.56,0.0
P201398,Toys,38.56,0.2
P201399,Sports,28.37,0.05
P201401,Grocery,99.13,0.15
P201403,Electronics,204.09,0.0
P201405,Sports,113.59,0.05
P201407,Beauty,9.29,0.0
P201408,Toys,22.41,0.2
P201409,Fashion,100.3,0.0
P201411,Beauty,65.0,0.0
P201412,Sports,29.74,0.15
P201415,Grocery,22.01,0.0
P201416,Home,49.49,0.0
P201417,Toys,489.55,0.0
P201420,Fashion,78.88,0.0
P201421,Sports,84.8,0.0
P201423,Fashion,113.98,0.15
P201425,Electronics,268.67,0.0
P201426,Electronics,1474.58,0.0
P201428,Toys,15.98,0.0
P201429,Electronics,114.11,0.05
P201432,Toys,40.99,0.05
P201434,Grocery,4.59,0.0
P201436,Toys,26.24,0.05
P201440,Fashion,23.48,0.1
P201446,Sports,361.46,0.15
P201450,Fashion,20.5,0.1
P201451,Home,15.73,0.1
P201455,Fashion,181.72,0.0
P201459,Toys,53.18,0.0
P201462,Home,41.74,0.15
P201466,Toys,4.92,0.15
P201467,Toys,6.11,0.15
P201468,Home,455.68,0.15
P201471,Sports,170.79,0.1
P201473,Beauty,3.18,0.1
P201474,Fashion,6.79,0.1
P201475,Fashion,37.24,0.0
P201479,Toys,25.89,0.2
P201482,Grocery,20.7,0.0
P201487,Fashion,127.65,0.0
P201488,Fashion,247.53,0.1
P201489,Fashion,107.48,0.15
P201492,Sports,484.14,0.0
P201493,Home,15.81,0.05
P201494,Home,27.5,0.0
P201495,Beauty,22.31,0.0
P201496,Beauty,45.59,0.05
P201497,Grocery,4.5,0.0
P201500,Electronics,248.12,0.1
P201502,Home,35.84,0.3
P201505,Beauty,31.47,0.0
P201506,Electronics,452.89,0.0
P201508,Electronics,100.78,0.05
P201510,Fashion,105.01,0.15
P201511,Toys,10.15,0.15
P201514,Sports,150.26,0.0
P201516,Electronics,814.07,0.0
P201517,Electronics,72.11,0.1
P201521,Home,14.67,0.0
P201524,Beauty,52.26,0.0
P201526,Fashion,84.97,0.0
P201527,Toys,63.39,0.05
P201530,Toys,12.76,0.2
P201531,Sports,123.8,0.15
P201533,Beauty,5.14,0.0
P201535,Home,122.11,0.0
P201537,Fashion,44.73,0.3
P201540,Toys,7.5,0.0
P201542,Grocery,4.29,0.15
P201544,Sports,318.47,0.05
P201545,Home,247.97,0.1
P201546,Toys,52.09,0.0
P201547,Toys,172.43,0.05
P201548,Fashion,132.88,0.0
P201549,Beauty,33.1,0.0
P201552,Sports,662.03,0.15
P201553,Electronics,1013.67,0.2
P201555,Grocery,3.85,0.2
P201558,Sports,65.93,0.0
P201559,Toys,39.89,0.05
P201560,Electronics,917.43,0.2
P201562,Toys,13.22,0.0
P201563,Sports,102.75,0.05
P201564,Sports,100.29,0.0
P201565,Electronics,139.02,0.1
P201567,Toys,5.11,0.1
P201568,Sports,119.38,0.1
P201569,Sports,94.31,0.0
P201571,Fashion,153.69,0.0
P201579,Home,106.73,0.0
P201581,Electronics,403.15,0.05
P201585,Home,34.02,0.05
P201586,Home,201.01,0.0
P201589,Fashion,10.14,0.0
P201591,Sports,491.23,0.1
P201593,Home,195.48,0.15
P201594,Fashion,10.13,0.0
P201596,Fashion,27.8,0.05
P201600,Grocery,13.42,0.1
P201601,Sports,31.09,0.15
P201604,Electronics,91.76,0.0
P201605,Home,96.43,0.15
P201609,Home,449.67,0.1
P201610,Home,45.64,0.05
P201611,Electronics,1549.82,0.2
P201612,Fashion,55.62,0.0
P201613,Toys,254.64,0.05
P201615,Sports,41.45,0.0
P201616,Electronics,352.44,0.15
P201619,Electronics,324.53,0.05
P201624,Sports,117.31,0.0
P201625,Home,113.17,0.0
P201626,Toys,4.5,0.1
P201628,Electronics,486.86,0.2
P201629,Sports,60.27,0.1
P201630,Fashion,30.44,0.2
P201631,Electronics,678.66,0.15
P201634,Electronics,668.65,0.1
P201635,Fashion,80.99,0.0
P201636,Home,37.37,0.0
P201637,Electronics,217.96,0.1
P201642,Sports,242.17,0.15
P201646,Grocery,32.83,0.0
P201649,Beauty,17.4,0.0
P201650,Sports,329.42,0.15
P201651,Grocery,10.16,0.05
P201656,Toys,229.25,0.1
P201658,Home,829.88,0.2
P201660,Fashion,12.56,0.3
P201662,Grocery,1.48,0.0
P201665,Sports,12.1,0.0
P201667,Home,331.1,0.0
P201672,Fashion,45.74,0.0
P201673,Sports,151.61,0.0
P201676,Home,54.71,0.2
P201677,Fashion,40.06,0.15
P201680,Fashion,126.22,0.0
P201683,Electronics,446.77,0.15
P201686,Electronics,940.57,0.3
P201687,Sports,38.52,0.0
P201688,Fashion,831.35,0.2
P201690,Beauty,4.27,0.0
P201691,Electronics,318.02,0.0
P201693,Toys,1007.03,0.15
P201698,Electronics,107.57,0.0
P201699,Beauty,21.07,0.1
P201701,Fashion,55.61,0.0
P201702,Home,290.03,0.1
P201703,Toys,26.78,0.0
P201704,Grocery,18.05,0.0
P201705,Toys,47.54,0.1
P201706,Sports,31.3,0.0
P201707,Fashion,120.11,0.0
P201708,Fashion,6.03,0.1
P201709,Fashion,56.01,0.0
P201712,Grocery,27.56,0.0
P201713,Home,28.13,0.05
P201716,Grocery,6.76,0.2
P201717,Fashion,37.4,0.0
P201719,Toys,52.71,0.1
P201720,Home,114.81,0.0
P201722,Grocery,138.45,0.15
P201723,Beauty,12.1,0.0
P201724,Sports,262.23,0.05
P201725,Electronics,945.82,0.0
P201726,Grocery,22.1,0.1
P201728,Fashion,106.52,0.0
P201729,Electronics,1339.1,0.3
P201730,Toys,28.4,0.0
P201732,Electronics,71.39,0.1
P201733,Electronics,442.82,0.0
P201735,Grocery,9.08,0.3
P201737,Fashion,107.87,0.2
P201740,Sports,111.51,0.0
P201742,Beauty,15.0,0.0
P201745,Fashion,9.45,0.0
P201746,Toys,21.35,0.05
P201752,Toys,5.2,0.0
P201753,Sports,55.4,0.0
P201754,Grocery,6.49,0.0
P201755,Sports,58.38,0.15
